Customer_ID,Total_Spend,Avg_Transaction_Value,Transaction_Count,Last_Transaction_Date,Unique_Transaction_Types,Recency,Primary_Transaction_Type,Avg_Satisfaction_Score,Avg_Likelihood_to_Recommend,Is_High_Spender,Loyalty_Index
248,8430.0,2810.0,3,2023-05-31 22:00:00,3,57,Bill Payment,4.5,4.5,0,13.5
249,16771.0,3354.2,5,2023-07-04 20:00:00,4,23,Investment,7.0,4.75,1,35.0
250,6732.0,2244.0,3,2023-05-21 17:00:00,2,67,Purchase,4.0,3.0,0,12.0
251,4497.0,1499.0,3,2023-05-15 03:00:00,3,74,Investment,6.125,4.0,0,18.375
252,3454.0,1727.0,2,2023-05-27 01:00:00,2,62,Loan Payment,4.333333333333333,5.666666666666667,0,8.666666666666666
253,13746.0,2291.0,6,2023-06-29 07:00:00,4,29,Investment,7.666666666666667,4.0,0,46.0
254,16916.02,3383.204,5,2023-07-03 11:00:00,3,24,Investment,4.833333333333333,4.0,1,24.166666666666664
255,9699.0,2424.75,4,2023-06-15 13:00:00,3,42,Purchase,4.5,9.5,0,18.0
256,4900.0,1633.3333333333333,3,2023-03-15 21:00:00,1,134,Loan Payment,2.6666666666666665,8.333333333333334,0,8.0
257,10457.0,2091.4,5,2023-07-09 20:00:00,3,18,Investment,3.5,7.0,0,17.5
258,20083.0,3347.1666666666665,6,2023-07-07 20:00:00,3,20,Loan Payment,2.25,3.5,1,13.5
259,24962.0,3566.0,7,2023-06-04 13:00:00,3,53,Bill Payment,4.8,5.7,1,33.6
260,24476.0,2719.5555555555557,9,2023-07-24 06:00:00,4,4,Bill Payment,7.0,4.0,1,63.0
261,10994.0,2198.8,5,2023-05-13 08:00:00,3,75,Investment,6.0,6.25,0,30.0
262,22368.0,3195.4285714285716,7,2023-06-08 18:00:00,4,49,Bill Payment,6.666666666666667,7.333333333333333,1,46.66666666666667
263,13666.0,1952.2857142857142,7,2023-07-10 04:00:00,3,18,Loan Payment,7.0,7.5,0,49.0
264,4269.0,1067.25,4,2023-07-11 19:00:00,2,16,Investment,5.75,6.0,0,23.0
265,10912.0,2182.4,5,2023-04-17 00:00:00,4,102,Purchase,5.0,6.0,0,25.0
266,1636.0,818.0,2,2023-06-02 23:00:00,2,55,Loan Payment,1.5,6.0,0,3.0
267,15174.0,3034.8,5,2023-04-29 13:00:00,3,89,Loan Payment,5.0,7.8,0,25.0
268,1686.0,843.0,2,2023-07-07 02:00:00,2,21,Loan Payment,5.5,5.833333333333333,0,11.0
269,9061.0,1812.2,5,2023-06-25 10:00:00,2,32,Loan Payment,5.5,5.75,0,27.5
270,13914.0,2319.0,6,2023-07-14 04:00:00,4,14,Investment,8.0,4.0,0,48.0
271,13787.0,1969.5714285714287,7,2023-05-28 15:00:00,4,60,Investment,3.875,4.375,0,27.125
272,14685.0,2937.0,5,2023-07-14 10:00:00,3,13,Bill Payment,5.5,6.4,0,27.5
273,16307.0,2329.5714285714284,7,2023-07-25 04:00:00,3,3,Loan Payment,6.6,6.2,0,46.199999999999996
274,7614.0,1903.5,4,2023-06-25 03:00:00,3,33,Purchase,4.5,4.833333333333333,0,18.0
275,7098.0,1419.6,5,2023-06-23 03:00:00,3,35,Investment,3.0,5.4,0,15.0
276,23820.0,2977.5,8,2023-06-29 11:00:00,3,28,Loan Payment,7.25,6.75,1,58.0
277,11538.0,2884.5,4,2023-07-21 14:00:00,2,6,Investment,4.8,6.2,0,19.2
278,16540.0,2362.8571428571427,7,2023-07-27 09:00:00,3,0,Purchase,8.5,4.25,1,59.5
279,9164.0,1527.3333333333333,6,2023-06-20 14:00:00,4,37,Loan Payment,5.6,5.4,0,33.599999999999994
280,4335.0,2167.5,2,2023-02-21 12:00:00,2,156,Investment,5.5,6.1,0,11.0
281,25670.0,3667.1428571428573,7,2023-05-24 07:00:00,3,65,Bill Payment,8.428571428571429,5.428571428571429,1,59.0
282,2539.0,2539.0,1,2023-05-24 23:00:00,1,64,Purchase,7.333333333333333,8.333333333333334,0,7.333333333333333
283,16347.0,2724.5,6,2023-07-13 12:00:00,3,14,Loan Payment,4.666666666666667,6.666666666666667,0,28.0
284,9103.0,3034.3333333333335,3,2023-05-17 21:00:00,2,71,Loan Payment,6.2,1.2,0,18.6
285,16980.0,3396.0,5,2023-06-20 00:00:00,2,38,Loan Payment,4.8,4.6,1,24.0
286,14048.0,2006.857142857143,7,2023-06-13 15:00:00,3,44,Bill Payment,6.5,4.5,0,45.5
287,10442.0,1740.3333333333333,6,2023-06-08 14:00:00,4,49,Investment,6.5,6.75,0,39.0
288,19863.0,2837.5714285714284,7,2023-06-26 01:00:00,4,32,Loan Payment,7.0,3.8,1,49.0
289,6770.0,2256.6666666666665,3,2023-06-21 13:00:00,2,36,Loan Payment,7.857142857142857,6.142857142857143,0,23.57142857142857
290,24774.0,3096.75,8,2023-07-04 04:00:00,4,24,Bill Payment,4.25,7.0,1,34.0
291,3731.0,1865.5,2,2023-05-02 19:00:00,2,86,Loan Payment,5.25,5.75,0,10.5
292,5782.0,1927.3333333333333,3,2023-07-20 12:00:00,2,7,Loan Payment,5.285714285714286,6.285714285714286,0,15.857142857142858
293,7968.0,2656.0,3,2023-07-15 22:00:00,3,12,Bill Payment,5.0,4.0,0,15.0
294,13197.0,1885.2857142857142,7,2023-07-20 07:00:00,3,8,Purchase,4.714285714285714,5.428571428571429,0,33.0
295,19554.0,3259.0,6,2023-06-23 00:00:00,3,35,Purchase,5.0,5.5,1,30.0
296,13579.0,2715.8,5,2023-06-18 04:00:00,4,40,Bill Payment,4.0,5.333333333333333,0,20.0
297,22822.02,2852.7525,8,2023-05-15 11:00:00,4,73,Bill Payment,4.6,2.8,1,36.8
298,13130.0,3282.5,4,2023-06-12 06:00:00,3,46,Bill Payment,4.0,7.25,0,16.0
299,8270.0,4135.0,2,2023-05-26 07:00:00,1,63,Purchase,9.5,6.0,0,19.0
300,9139.0,1827.8,5,2023-04-19 13:00:00,3,99,Investment,6.2,6.4,0,31.0
301,19287.0,3857.4,5,2023-07-12 03:00:00,4,16,Loan Payment,4.8,7.8,1,24.0
302,17662.0,2523.1428571428573,7,2023-07-20 06:00:00,4,8,Investment,5.5,4.5,1,38.5
303,11487.0,2297.4,5,2023-07-22 19:00:00,4,5,Purchase,5.75,6.0,0,28.75
304,15731.0,1966.375,8,2023-06-26 20:00:00,4,31,Bill Payment,4.571428571428571,4.142857142857143,0,36.57142857142857
305,12673.0,3168.25,4,2023-06-10 11:00:00,3,47,Loan Payment,4.4,5.4,0,17.6
306,8528.0,2842.6666666666665,3,2023-04-28 05:00:00,3,91,Bill Payment,5.833333333333333,4.166666666666667,0,17.5
307,17716.0,1968.4444444444443,9,2023-07-17 23:00:00,4,10,Loan Payment,8.0,3.5,1,72.0
308,26462.0,2646.2,10,2023-06-27 09:00:00,4,30,Investment,1.6666666666666667,5.333333333333333,1,16.666666666666668
309,7750.0,2583.3333333333335,3,2023-07-26 06:00:00,3,2,Bill Payment,6.166666666666667,4.5,0,18.5
310,15821.0,1977.625,8,2023-06-11 01:00:00,4,47,Bill Payment,5.0,4.4,0,40.0
311,5048.0,1682.6666666666667,3,2023-06-25 01:00:00,2,33,Loan Payment,4.8,6.4,0,14.399999999999999
312,20988.0,2998.285714285714,7,2023-03-30 00:00:00,3,120,Investment,4.142857142857143,5.857142857142857,1,29.000000000000004
313,8217.0,2054.25,4,2023-06-02 08:00:00,3,55,Loan Payment,5.833333333333333,5.666666666666667,0,23.333333333333332
314,10005.0,2501.25,4,2023-06-03 10:00:00,2,54,Purchase,6.0,4.5,0,24.0
315,4825.0,4825.0,1,2023-04-04 21:00:00,1,114,Loan Payment,4.25,7.5,0,4.25
316,17708.0,2951.3333333333335,6,2023-07-19 10:00:00,4,8,Loan Payment,6.0,4.25,1,36.0
317,9703.0,2425.75,4,2023-05-11 16:00:00,3,77,Purchase,5.666666666666667,5.0,0,22.666666666666668
318,9877.0,3292.3333333333335,3,2023-06-19 06:00:00,3,39,Bill Payment,6.142857142857143,4.285714285714286,0,18.42857142857143
319,7885.0,2628.3333333333335,3,2023-07-14 22:00:00,2,13,Investment,5.333333333333333,6.222222222222222,0,16.0
320,19392.0,2424.0,8,2023-07-27 15:00:00,4,0,Investment,6.714285714285714,5.142857142857143,1,53.714285714285715
321,16246.0,2707.6666666666665,6,2023-07-22 16:00:00,3,5,Bill Payment,4.25,5.75,0,25.5
322,5742.0,2871.0,2,2023-07-22 20:00:00,2,5,Bill Payment,6.8,5.8,0,13.6
323,2816.0,2816.0,1,2023-06-08 05:00:00,1,50,Loan Payment,5.285714285714286,5.857142857142857,0,5.285714285714286
324,2392.0,1196.0,2,2023-07-20 04:00:00,2,8,Bill Payment,5.5,5.25,0,11.0
325,13376.0,3344.0,4,2023-06-27 16:00:00,2,30,Loan Payment,8.666666666666666,6.333333333333333,0,34.666666666666664
326,6981.0,2327.0,3,2023-05-29 03:00:00,3,60,Bill Payment,5.75,6.0,0,17.25
327,3692.0,1846.0,2,2023-07-16 11:00:00,2,11,Loan Payment,3.75,7.0,0,7.5
328,8734.0,1746.8,5,2023-06-11 15:00:00,3,46,Investment,5.25,5.875,0,26.25
329,18698.02,2671.1457142857143,7,2023-07-07 08:00:00,4,20,Investment,7.0,3.6,1,49.0
330,18864.0,3144.0,6,2023-07-10 09:00:00,4,17,Bill Payment,3.5,6.25,1,21.0
331,13418.0,2236.3333333333335,6,2023-05-19 16:00:00,3,69,Bill Payment,5.0,5.2,0,30.0
332,6710.0,1677.5,4,2023-07-25 09:00:00,3,2,Loan Payment,5.666666666666667,7.666666666666667,0,22.666666666666668
333,20372.02,2546.5025,8,2023-06-09 07:00:00,4,49,Loan Payment,3.0,7.0,1,24.0
334,9475.0,1895.0,5,2023-05-04 18:00:00,2,84,Purchase,5.25,8.0,0,26.25
335,13724.0,2744.8,5,2023-06-17 23:00:00,4,40,Bill Payment,5.333333333333333,4.666666666666667,0,26.666666666666664
336,9769.0,1395.5714285714287,7,2023-07-20 18:00:00,3,7,Bill Payment,4.0,4.0,0,28.0
337,18539.02,3089.8366666666666,6,2023-07-04 17:00:00,4,23,Purchase,5.0,4.666666666666667,1,30.0
338,25222.0,4203.666666666667,6,2023-07-28 04:00:00,2,0,Bill Payment,5.6,3.8,1,33.599999999999994
339,12374.0,2062.3333333333335,6,2023-06-02 10:00:00,4,55,Bill Payment,7.0,7.111111111111111,0,42.0
340,13414.0,2682.8,5,2023-06-21 14:00:00,3,36,Bill Payment,7.0,6.6,0,35.0
341,11836.02,2959.005,4,2023-07-09 18:00:00,3,18,Loan Payment,7.666666666666667,7.333333333333333,0,30.666666666666668
342,24047.02,3005.8775,8,2023-07-13 21:00:00,4,14,Loan Payment,7.5,2.8333333333333335,1,60.0
343,10179.0,2035.8,5,2023-07-28 00:00:00,2,0,Bill Payment,5.0,5.7,0,25.0
344,3757.0,1252.3333333333333,3,2023-04-24 04:00:00,2,95,Bill Payment,7.625,3.625,0,22.875
345,14161.0,2360.1666666666665,6,2023-07-20 00:00:00,3,8,Bill Payment,3.75,4.0,0,22.5
346,15121.0,2520.1666666666665,6,2023-07-01 06:00:00,4,27,Bill Payment,6.0,3.6666666666666665,0,36.0
347,12411.0,3102.75,4,2023-07-25 13:00:00,3,2,Investment,5.25,7.5,0,21.0
348,14463.0,2410.5,6,2023-04-15 06:00:00,3,104,Loan Payment,5.0,7.8,0,30.0
349,11111.0,2222.2,5,2023-07-20 01:00:00,2,8,Loan Payment,2.3333333333333335,6.0,0,11.666666666666668
350,19741.0,3948.2,5,2023-06-14 16:00:00,2,43,Investment,7.0,6.0,1,35.0
351,29433.0,2675.7272727272725,11,2023-06-28 03:00:00,4,30,Bill Payment,6.1,6.8,1,67.1
352,13363.0,3340.75,4,2023-06-27 11:00:00,2,30,Bill Payment,6.0,4.0,0,24.0
353,6249.0,2083.0,3,2023-07-28 07:00:00,3,0,Investment,8.5,6.75,0,25.5
354,10395.0,2598.75,4,2023-02-23 21:00:00,3,154,Investment,8.0,9.333333333333334,0,32.0
355,4273.0,4273.0,1,2023-02-09 10:00:00,1,168,Bill Payment,5.0,4.4,0,5.0
356,15496.0,3099.2,5,2023-06-25 15:00:00,2,32,Investment,4.857142857142857,3.857142857142857,0,24.285714285714285
357,22992.0,3284.5714285714284,7,2023-07-26 16:00:00,4,1,Purchase,5.571428571428571,5.142857142857143,1,39.0
358,1898.0,949.0,2,2023-06-05 04:00:00,1,53,Investment,5.0,6.142857142857143,0,10.0
359,4150.0,1383.3333333333333,3,2023-03-20 14:00:00,3,129,Investment,6.0,5.4,0,18.0
360,24567.0,3509.5714285714284,7,2023-07-07 07:00:00,3,21,Investment,7.4,5.0,1,51.800000000000004
361,18701.0,2671.5714285714284,7,2023-06-26 10:00:00,4,31,Bill Payment,6.75,3.5,1,47.25
362,1884.0,628.0,3,2023-07-01 12:00:00,2,26,Loan Payment,6.333333333333333,4.777777777777778,0,19.0
363,25828.0,4304.666666666667,6,2023-07-11 06:00:00,3,17,Purchase,5.333333333333333,7.166666666666667,1,32.0
364,9068.0,4534.0,2,2023-06-12 21:00:00,2,45,Investment,4.428571428571429,5.857142857142857,0,8.857142857142858
365,15414.0,3082.8,5,2023-06-25 18:00:00,4,32,Loan Payment,4.25,5.5,0,21.25
366,14102.02,2820.404,5,2023-07-21 22:00:00,3,6,Investment,4.75,2.75,0,23.75
367,10937.0,2734.25,4,2023-06-18 16:00:00,2,39,Investment,4.6,6.0,0,18.4
368,18390.0,2627.1428571428573,7,2023-07-23 19:00:00,4,4,Investment,3.6666666666666665,3.6666666666666665,1,25.666666666666664
369,12450.0,2490.0,5,2023-07-06 05:00:00,4,22,Investment,3.6666666666666665,4.833333333333333,0,18.333333333333332
370,15413.0,2201.8571428571427,7,2023-07-14 00:00:00,4,14,Loan Payment,6.8,2.8,0,47.6
371,9199.0,4599.5,2,2023-04-09 22:00:00,2,109,Investment,2.0,2.0,0,4.0
372,26867.0,3358.375,8,2023-06-15 07:00:00,4,43,Bill Payment,4.8,7.8,1,38.4
373,17216.02,3443.204,5,2023-07-04 22:00:00,3,23,Investment,5.5,4.166666666666667,1,27.5
374,13883.0,2313.8333333333335,6,2023-05-27 11:00:00,4,61,Bill Payment,5.0,6.0,0,30.0
375,7727.0,1931.75,4,2023-07-22 10:00:00,3,5,Purchase,5.5,5.75,0,22.0
376,18271.0,3045.1666666666665,6,2023-07-23 17:00:00,4,4,Bill Payment,5.75,7.5,1,34.5
377,3600.0,900.0,4,2023-07-01 09:00:00,3,26,Purchase,5.0,5.285714285714286,0,20.0
378,15628.0,1736.4444444444443,9,2023-07-26 07:00:00,4,2,Loan Payment,6.333333333333333,3.6666666666666665,0,57.0
379,14620.0,2436.6666666666665,6,2023-07-25 18:00:00,4,2,Loan Payment,3.0,6.333333333333333,0,18.0
380,15311.0,3062.2,5,2023-06-23 16:00:00,3,34,Purchase,5.625,4.5,0,28.125
381,3078.0,1026.0,3,2023-06-01 03:00:00,2,57,Investment,5.285714285714286,5.428571428571429,0,15.857142857142858
382,21058.0,3509.6666666666665,6,2023-07-07 17:00:00,3,20,Investment,7.0,5.6,1,42.0
383,11213.02,2242.6040000000003,5,2023-07-19 07:00:00,3,9,Purchase,5.6,7.6,0,28.0
385,14317.02,3579.255,4,2023-07-21 05:00:00,2,7,Purchase,6.0,5.0,0,24.0
386,22013.0,4402.6,5,2023-07-17 20:00:00,3,10,Loan Payment,4.333333333333333,7.666666666666667,1,21.666666666666664
387,5697.0,1424.25,4,2023-05-09 20:00:00,3,79,Investment,5.0,4.666666666666667,0,20.0
388,7296.0,2432.0,3,2023-07-15 15:00:00,3,12,Bill Payment,4.166666666666667,6.666666666666667,0,12.5
389,17343.0,2477.5714285714284,7,2023-07-26 19:00:00,4,1,Investment,5.5,6.75,1,38.5
390,9314.0,2328.5,4,2023-07-23 09:00:00,3,4,Purchase,9.0,4.0,0,36.0
391,5000.0,2500.0,2,2023-04-22 10:00:00,2,96,Bill Payment,5.333333333333333,7.0,0,10.666666666666666
392,7497.0,3748.5,2,2023-06-18 12:00:00,2,39,Investment,5.0,5.4,0,10.0
393,22350.02,3192.86,7,2023-07-23 03:00:00,3,5,Bill Payment,1.0,3.0,1,7.0
394,9007.0,2251.75,4,2023-07-12 10:00:00,3,15,Bill Payment,6.0,4.777777777777778,0,24.0
395,6365.0,1591.25,4,2023-07-08 20:00:00,3,19,Loan Payment,5.666666666666667,6.666666666666667,0,22.666666666666668
396,16440.02,3288.004,5,2023-07-22 04:00:00,4,6,Loan Payment,7.4,6.0,0,37.0
397,5862.0,1954.0,3,2023-06-24 17:00:00,3,33,Investment,6.714285714285714,5.428571428571429,0,20.142857142857142
398,12016.0,3004.0,4,2023-07-02 12:00:00,3,25,Purchase,4.5,4.25,0,18.0
399,10507.0,2101.4,5,2023-07-01 05:00:00,3,27,Bill Payment,4.5,5.9,0,22.5
400,17925.0,3585.0,5,2023-07-26 17:00:00,3,1,Investment,6.5,6.166666666666667,1,32.5
401,8722.0,2907.3333333333335,3,2023-05-14 00:00:00,3,75,Bill Payment,5.25,3.75,0,15.75
402,14498.0,2899.6,5,2023-07-09 06:00:00,3,19,Bill Payment,6.0,4.4,0,30.0
403,9454.0,3151.3333333333335,3,2023-04-28 17:00:00,2,90,Investment,7.2,4.4,0,21.6
404,1607.0,803.5,2,2023-05-16 00:00:00,2,73,Bill Payment,5.5,6.166666666666667,0,11.0
405,15434.0,2204.8571428571427,7,2023-07-27 07:00:00,2,1,Purchase,5.666666666666667,5.666666666666667,0,39.66666666666667
406,7306.0,1826.5,4,2023-07-01 20:00:00,2,26,Investment,6.0,6.0,0,24.0
407,9619.0,1923.8,5,2023-07-02 07:00:00,3,26,Bill Payment,4.6,4.8,0,23.0
408,10491.0,3497.0,3,2023-06-25 08:00:00,3,32,Investment,6.6,6.0,0,19.799999999999997
409,9757.0,1951.4,5,2023-04-09 07:00:00,3,110,Loan Payment,5.333333333333333,7.0,0,26.666666666666664
410,21226.0,3537.6666666666665,6,2023-06-12 19:00:00,4,45,Bill Payment,2.5,6.5,1,15.0
411,6557.0,3278.5,2,2023-07-05 17:00:00,2,22,Bill Payment,6.0,4.0,0,12.0
412,13364.02,2227.3366666666666,6,2023-05-31 15:00:00,3,57,Loan Payment,4.0,6.0,0,24.0
413,15753.0,2625.5,6,2023-06-09 10:00:00,3,48,Loan Payment,9.0,7.0,0,54.0
414,8002.0,4001.0,2,2023-07-25 15:00:00,2,2,Investment,2.6666666666666665,4.666666666666667,0,5.333333333333333
415,7291.0,1822.75,4,2023-05-30 20:00:00,2,58,Investment,5.333333333333333,5.666666666666667,0,21.333333333333332
416,20028.0,2861.1428571428573,7,2023-06-17 20:00:00,3,40,Purchase,5.25,6.5,1,36.75
418,7703.0,3851.5,2,2023-07-09 14:00:00,2,18,Bill Payment,4.0,6.0,0,8.0
419,20828.0,2314.222222222222,9,2023-07-23 23:00:00,4,4,Bill Payment,6.2,7.0,1,55.800000000000004
420,17135.0,1903.888888888889,9,2023-06-03 18:00:00,4,54,Investment,5.0,6.2,1,45.0
421,9665.0,2416.25,4,2023-05-22 13:00:00,3,66,Bill Payment,6.875,3.875,0,27.5
422,17473.0,3494.6,5,2023-03-25 15:00:00,2,124,Loan Payment,6.4,7.8,1,32.0
423,20042.0,2226.8888888888887,9,2023-07-21 04:00:00,4,7,Investment,6.0,8.0,1,54.0
424,16860.0,2408.5714285714284,7,2023-06-26 11:00:00,4,31,Purchase,5.7,6.8,1,39.9
425,7728.0,3864.0,2,2023-05-13 22:00:00,2,75,Bill Payment,6.8,5.2,0,13.6
426,11997.0,2999.25,4,2023-05-30 05:00:00,3,59,Loan Payment,4.666666666666667,5.0,0,18.666666666666668
427,5750.0,2875.0,2,2023-06-26 22:00:00,2,31,Bill Payment,4.0,4.5,0,8.0
428,15648.0,1738.6666666666667,9,2023-07-25 21:00:00,4,2,Bill Payment,4.25,3.0,0,38.25
429,15482.0,3096.4,5,2023-03-30 12:00:00,3,119,Loan Payment,6.833333333333333,6.333333333333333,0,34.166666666666664
430,7856.0,2618.6666666666665,3,2023-04-26 20:00:00,2,92,Loan Payment,3.75,6.0,0,11.25
431,7209.0,2403.0,3,2023-07-25 17:00:00,1,2,Investment,5.428571428571429,5.285714285714286,0,16.285714285714285
432,10258.0,1709.6666666666667,6,2023-07-03 19:00:00,2,24,Loan Payment,6.4,5.8,0,38.400000000000006
434,13171.0,4390.333333333333,3,2023-07-14 18:00:00,2,13,Bill Payment,5.0,5.8,0,15.0
435,11883.0,1980.5,6,2023-07-06 22:00:00,4,21,Loan Payment,5.142857142857143,5.857142857142857,0,30.85714285714286
436,6518.0,3259.0,2,2023-03-28 05:00:00,2,122,Bill Payment,5.428571428571429,5.714285714285714,0,10.857142857142858
437,13008.0,2601.6,5,2023-07-15 20:00:00,3,12,Purchase,4.0,4.833333333333333,0,20.0
438,9937.0,2484.25,4,2023-07-19 23:00:00,3,8,Investment,8.0,7.25,0,32.0
439,14223.0,2370.5,6,2023-07-22 01:00:00,4,6,Purchase,5.166666666666667,3.0,0,31.0
440,9811.0,2452.75,4,2023-06-24 22:00:00,2,33,Purchase,5.25,5.5,0,21.0
441,12524.0,1789.142857142857,7,2023-07-18 19:00:00,4,9,Investment,6.0,4.0,0,42.0
442,12896.0,2579.2,5,2023-05-31 05:00:00,4,58,Loan Payment,7.666666666666667,7.0,0,38.333333333333336
443,9381.0,2345.25,4,2023-06-20 16:00:00,3,37,Bill Payment,7.2,3.8,0,28.8
444,18321.0,2035.6666666666667,9,2023-07-09 13:00:00,4,18,Loan Payment,8.0,5.75,1,72.0
445,13350.0,3337.5,4,2023-05-08 16:00:00,3,80,Purchase,5.857142857142857,6.0,0,23.428571428571427
446,20267.0,2895.285714285714,7,2023-05-27 09:00:00,3,61,Bill Payment,5.833333333333333,4.666666666666667,1,40.83333333333333
447,7104.0,2368.0,3,2023-07-02 15:00:00,1,25,Investment,3.8,3.8,0,11.399999999999999
448,4532.0,4532.0,1,2023-05-15 19:00:00,1,73,Bill Payment,8.0,4.0,0,8.0
449,15633.0,3126.6,5,2023-07-12 16:00:00,4,15,Investment,4.666666666666667,5.333333333333333,0,23.333333333333336
450,25548.0,2838.6666666666665,9,2023-07-06 00:00:00,4,22,Purchase,5.0,6.333333333333333,1,45.0
451,1574.0,1574.0,1,2023-04-17 20:00:00,1,101,Investment,5.875,5.5,0,5.875
452,5983.0,1495.75,4,2023-06-22 10:00:00,3,35,Investment,6.25,4.0,0,25.0
453,5573.0,1393.25,4,2023-07-25 11:00:00,3,2,Investment,4.833333333333333,6.0,0,19.333333333333332
454,12284.0,2456.8,5,2023-06-29 19:00:00,2,28,Bill Payment,5.333333333333333,6.333333333333333,0,26.666666666666664
455,6815.0,1703.75,4,2023-06-16 18:00:00,3,41,Bill Payment,5.0,8.5,0,20.0
456,16675.0,2382.1428571428573,7,2023-07-22 22:00:00,2,5,Loan Payment,5.285714285714286,4.571428571428571,1,37.0
457,6768.0,2256.0,3,2023-07-05 08:00:00,2,22,Investment,8.25,5.5,0,24.75
458,9821.0,2455.25,4,2023-07-08 04:00:00,3,20,Investment,7.0,7.4,0,28.0
459,17888.0,2981.3333333333335,6,2023-07-03 05:00:00,3,25,Loan Payment,4.0,3.5,1,24.0
460,10236.0,2559.0,4,2023-07-22 14:00:00,2,5,Investment,4.0,5.0,0,16.0
461,10757.0,3585.6666666666665,3,2023-02-21 07:00:00,2,157,Investment,6.125,5.875,0,18.375
462,9203.0,1533.8333333333333,6,2023-05-10 02:00:00,3,79,Bill Payment,7.8,5.2,0,46.8
463,19692.0,2461.5,8,2023-07-27 02:00:00,4,1,Investment,6.857142857142857,6.0,1,54.857142857142854
464,11439.0,2287.8,5,2023-06-02 14:00:00,3,55,Investment,6.375,5.25,0,31.875
465,19422.0,2774.5714285714284,7,2023-05-19 09:00:00,4,69,Purchase,3.75,6.0,1,26.25
466,18055.0,1805.5,10,2023-07-11 03:00:00,4,17,Investment,8.0,7.2,1,80.0
467,12216.0,4072.0,3,2023-06-12 10:00:00,1,45,Loan Payment,5.875,5.125,0,17.625
468,18210.0,2276.25,8,2023-05-24 02:00:00,3,65,Bill Payment,5.666666666666667,7.666666666666667,1,45.333333333333336
469,6194.0,2064.6666666666665,3,2023-06-09 02:00:00,3,49,Investment,5.5,5.75,0,16.5
470,7789.0,2596.3333333333335,3,2023-06-26 18:00:00,2,31,Bill Payment,8.0,5.0,0,24.0
471,14224.0,1778.0,8,2023-06-29 18:00:00,4,28,Loan Payment,4.428571428571429,3.7142857142857144,0,35.42857142857143
472,5493.0,2746.5,2,2023-03-31 22:00:00,2,118,Bill Payment,7.4,6.2,0,14.8
473,17689.0,3537.8,5,2023-07-19 19:00:00,3,8,Investment,6.5,6.25,1,32.5
474,15022.0,2146.0,7,2023-07-15 03:00:00,2,13,Investment,5.666666666666667,5.833333333333333,0,39.66666666666667
475,22523.0,2502.5555555555557,9,2023-06-25 12:00:00,4,32,Purchase,8.0,6.5,1,72.0
476,17412.0,2902.0,6,2023-06-29 06:00:00,4,29,Investment,5.833333333333333,6.0,1,35.0
477,8265.0,4132.5,2,2023-05-16 21:00:00,2,72,Bill Payment,7.2,6.2,0,14.4
478,11059.0,2211.8,5,2023-06-18 09:00:00,1,39,Loan Payment,5.666666666666667,6.0,0,28.333333333333336
479,5294.0,2647.0,2,2023-06-18 13:00:00,2,39,Bill Payment,7.5,8.5,0,15.0
480,8487.0,2121.75,4,2023-07-03 03:00:00,3,25,Loan Payment,5.285714285714286,6.0,0,21.142857142857142
481,5516.0,1838.6666666666667,3,2023-06-26 03:00:00,3,32,Bill Payment,7.75,6.0,0,23.25
482,5823.02,2911.51,2,2023-07-01 13:00:00,2,26,Bill Payment,5.25,4.25,0,10.5
483,22360.0,3194.285714285714,7,2023-07-07 21:00:00,4,20,Purchase,7.0,5.5,1,49.0
484,21716.0,2171.6,10,2023-07-20 15:00:00,4,7,Investment,4.333333333333333,7.0,1,43.33333333333333
485,3743.0,1871.5,2,2023-04-19 22:00:00,2,99,Bill Payment,7.333333333333333,5.333333333333333,0,14.666666666666666
486,5657.0,2828.5,2,2023-07-03 18:00:00,2,24,Investment,5.666666666666667,6.833333333333333,0,11.333333333333334
487,5674.0,1891.3333333333333,3,2023-06-10 09:00:00,3,47,Bill Payment,4.333333333333333,7.666666666666667,0,13.0
488,11467.0,2866.75,4,2023-04-17 05:00:00,4,102,Bill Payment,6.0,5.0,0,24.0
489,14060.0,2812.0,5,2023-07-01 10:00:00,3,26,Investment,6.0,6.25,0,30.0
490,11134.0,2226.8,5,2023-07-24 23:00:00,4,3,Investment,8.0,8.0,0,40.0
491,9085.0,3028.3333333333335,3,2023-07-24 16:00:00,1,3,Bill Payment,5.0,6.375,0,15.0
492,7675.0,1918.75,4,2023-05-26 12:00:00,3,62,Purchase,4.75,5.75,0,19.0
493,8507.0,1417.8333333333333,6,2023-07-17 18:00:00,4,10,Investment,3.0,6.142857142857143,0,18.0
494,21022.0,4204.4,5,2023-06-12 07:00:00,3,46,Bill Payment,5.0,6.666666666666667,1,25.0
495,8772.0,2193.0,4,2023-05-28 00:00:00,3,61,Purchase,6.0,5.0,0,24.0
496,5458.0,1364.5,4,2023-07-04 18:00:00,2,23,Investment,3.5,5.5,0,14.0
497,14990.0,2998.0,5,2023-07-19 11:00:00,3,8,Investment,4.8,6.8,0,24.0
498,18333.0,3055.5,6,2023-05-04 23:00:00,3,84,Investment,6.5,4.5,1,39.0
499,12058.0,2411.6,5,2023-07-15 07:00:00,3,13,Investment,5.166666666666667,5.833333333333333,0,25.833333333333336
500,24141.0,3448.714285714286,7,2023-07-24 01:00:00,4,4,Purchase,3.6666666666666665,3.6666666666666665,1,25.666666666666664
